drug_a,drug_b,cell_line,synergy_value
3385,60750,MDA-MB-436,0.06891496
3385,5743,MDA-MB-436,0.06895998
104842,126941,MDA-MB-436,0.06883508
4091,5311497,MDA-MB-436,0.06885083
104842,5311497,MDA-MB-436,0.06904818
31703,426756,MDA-MB-436,0.06899128
4091,60750,MDA-MB-436,0.068586044
4091,5743,MDA-MB-436,0.06863107
2907,9887053,MDA-MB-436,0.068346046
5743,60700,MDA-MB-436,0.06903338
6710780,9887053,MDA-MB-436,0.06867741
36314,9887053,MDA-MB-436,0.06878914
60750,126941,MDA-MB-436,0.068838075
5746,9887053,MDA-MB-436,0.06871197
126941,6710780,MDA-MB-436,0.0687677
36314,6710780,MDA-MB-436,0.06912652
4091,9887053,MDA-MB-436,0.06837083
60700,426756,MDA-MB-436,0.06864201
36314,60750,MDA-MB-436,0.06900437
31703,104842,MDA-MB-436,0.06898451
5746,60750,MDA-MB-436,0.068927184
2907,426756,MDA-MB-436,0.06852552
5746,5311497,MDA-MB-436,0.06919197
2907,126941,MDA-MB-436,0.06861293
36314,126941,MDA-MB-436,0.06905609
5743,104842,MDA-MB-436,0.06899415
5746,36314,MDA-MB-436,0.06910032
5746,60700,MDA-MB-436,0.06892391
36314,104842,MDA-MB-436,0.06896187
4091,126941,MDA-MB-436,0.0686377
2907,31703,MDA-MB-436,0.06860946
2907,3385,MDA-MB-436,0.068213776
31703,126941,MDA-MB-436,0.06907871
36314,60700,MDA-MB-436,0.0690011
3385,9887053,MDA-MB-436,0.06869975
3385,36462,MDA-MB-436,0.0689641
4091,31703,MDA-MB-436,0.06863426
4091,36462,MDA-MB-436,0.06863521
2907,5743,MDA-MB-436,0.06860629
426756,9887053,MDA-MB-436,0.06875639
2907,104842,MDA-MB-436,0.06851873
5743,5746,MDA-MB-436,0.06903681
5743,60750,MDA-MB-436,0.06903664
4091,6710780,MDA-MB-436,0.06870821
36462,126941,MDA-MB-436,0.068879806
3385,31703,MDA-MB-436,0.068963185
3385,104842,MSTO-211H,0.06856969
60750,104842,MSTO-211H,0.06844114
31703,6710780,MSTO-211H,0.068846434
36314,5311497,MSTO-211H,0.06896647
3385,4091,MSTO-211H,0.0682258
5746,6710780,MSTO-211H,0.06874661
126941,9887053,MSTO-211H,0.06812761
31703,36314,MSTO-211H,0.068897426
3385,126941,MSTO-211H,0.068663895
5743,9887053,MSTO-211H,0.06851874
31703,60700,MSTO-211H,0.068721056
4091,5746,MSTO-211H,0.0682835
5746,36462,MSTO-211H,0.06867361
4091,426756,MSTO-211H,0.0682476
104842,6710780,MSTO-211H,0.068602815
5746,104842,MSTO-211H,0.06858197
104842,426756,MSTO-211H,0.06844495
3385,426756,MSTO-211H,0.06857652
3385,5746,MSTO-211H,0.068612404
126941,5311497,MSTO-211H,0.068607606
60750,426756,MSTO-211H,0.06844792
31703,60750,MSTO-211H,0.06872428
5743,5311497,MSTO-211H,0.068998754
126941,426756,MSTO-211H,0.068307094
60750,5311497,MSTO-211H,0.068748415
3385,6710780,MSTO-211H,0.06873438
426756,6710780,MSTO-211H,0.06879103
36462,426756,MSTO-211H,0.068489686
5746,426756,MSTO-211H,0.06858875
5743,126941,MSTO-211H,0.06878566
60700,9887053,MSTO-211H,0.06815982
36462,5311497,MSTO-211H,0.0687902
31703,9887053,MSTO-211H,0.0685091
2907,60700,MSTO-211H,0.06825526
2907,36462,MSTO-211H,0.06830767
104842,9887053,MSTO-211H,0.06826545
60700,6710780,MSTO-211H,0.068497166
4091,104842,MSTO-211H,0.068240836
5743,426756,MSTO-211H,0.06869821
5743,36462,MSTO-211H,0.06878309
2907,5311497,MSTO-211H,0.06852332
2907,6710780,MSTO-211H,0.068380654
426756,5311497,MSTO-211H,0.06893366
60700,5311497,MSTO-211H,0.06863983
36462,9887053,MSTO-211H,0.068310186
5743,6710780,MSTO-211H,0.06885606
5743,36314,MSTO-211H,0.06890709
5746,31703,MSTO-211H,0.06867269
5743,31703,MSTO-211H,0.068782195
2907,4091,MSTO-211H,0.06787211
60700,126941,MSTO-211H,0.068426706
60700,104842,MSTO-211H,0.06833251
2907,5746,MSTO-211H,0.06825873
36462,60750,MSTO-211H,0.06852542
36314,36462,MSTO-211H,0.06875086
31703,36462,MSTO-211H,0.06877346
3385,60700,MSTO-211H,0.068608955
36462,6710780,MSTO-211H,0.06864756
2907,36314,MSTO-211H,0.06843166
60750,9887053,MSTO-211H,0.06826843
5311497,6710780,MSTO-211H,0.06865776
3385,36314,MSTO-211H,0.06878537
5746,126941,MSTO-211H,0.068676144
36314,426756,MSTO-211H,0.06866596
60700,60750,MSTO-211H,0.06837502
4091,60700,MSTO-211H,0.068280034
3385,5311497,MSTO-211H,0.06887703
36462,60700,MSTO-211H,0.06852214
4091,36314,MSTO-211H,0.06845644
36462,104842,MSTO-211H,0.06848292
60750,6710780,MSTO-211H,0.06860578
5311497,9887053,MSTO-211H,0.0683204
2907,60750,MSTO-211H,0.0682585
31703,5311497,MSTO-211H,0.06898907
3385,60750,MSTO-211H,0.06861223
3385,5743,MSTO-211H,0.068657264
104842,126941,MSTO-211H,0.06853236
4091,5311497,MSTO-211H,0.06854813
104842,5311497,MSTO-211H,0.06874546
31703,426756,MSTO-211H,0.06868856
4091,60750,MSTO-211H,0.06828332
4091,5743,MSTO-211H,0.06832834
2907,9887053,MSTO-211H,0.06804332
5743,60700,MSTO-211H,0.06873065
6710780,9887053,MSTO-211H,0.06837472
36314,9887053,MSTO-211H,0.06848644
60750,126941,MSTO-211H,0.06853534
5746,9887053,MSTO-211H,0.06840925
126941,6710780,MSTO-211H,0.06846501
36314,6710780,MSTO-211H,0.068823814
4091,9887053,MSTO-211H,0.06806812
60700,426756,MSTO-211H,0.06833929
36314,60750,MSTO-211H,0.06870166
31703,104842,MSTO-211H,0.06868181
5746,60750,MSTO-211H,0.06862445
2907,426756,MSTO-211H,0.06822279
5746,5311497,MSTO-211H,0.06888928
2907,126941,MSTO-211H,0.068310216
36314,126941,MSTO-211H,0.06875335
5743,104842,MSTO-211H,0.06869145
5746,36314,MSTO-211H,0.068797626
5746,60700,MSTO-211H,0.06862122
36314,104842,MSTO-211H,0.06865917
4091,126941,MSTO-211H,0.06833501
2907,31703,MSTO-211H,0.0683068
2907,3385,MSTO-211H,0.067911044
31703,126941,MSTO-211H,0.068775974
36314,60700,MSTO-211H,0.068698406
3385,9887053,MSTO-211H,0.068396986
3385,36462,MSTO-211H,0.06866141
4091,31703,MSTO-211H,0.068331555
4091,36462,MSTO-211H,0.06833246
2907,5743,MSTO-211H,0.06830356
426756,9887053,MSTO-211H,0.06845366
2907,104842,MSTO-211H,0.068216026
5743,5746,MSTO-211H,0.068734124
5743,60750,MSTO-211H,0.068733916
4091,6710780,MSTO-211H,0.06840545
36462,126941,MSTO-211H,0.06857711
3385,31703,MSTO-211H,0.0686605
3385,104842,NCI-H1650,0.06897828
60750,104842,NCI-H1650,0.06884968
31703,6710780,NCI-H1650,0.06925501
36314,5311497,NCI-H1650,0.06937502
3385,4091,NCI-H1650,0.068634346
5746,6710780,NCI-H1650,0.06915517
126941,9887053,NCI-H1650,0.06853616
31703,36314,NCI-H1650,0.06930596
3385,126941,NCI-H1650,0.0690725
5743,9887053,NCI-H1650,0.06892729
31703,60700,NCI-H1650,0.0691296
4091,5746,NCI-H1650,0.068692036
5746,36462,NCI-H1650,0.069082186
4091,426756,NCI-H1650,0.068656154
104842,6710780,NCI-H1650,0.069011346
5746,104842,NCI-H1650,0.06899054
104842,426756,NCI-H1650,0.06885351
3385,426756,NCI-H1650,0.06898506
3385,5746,NCI-H1650,0.06902099
126941,5311497,NCI-H1650,0.06901618
60750,426756,NCI-H1650,0.06885647
31703,60750,NCI-H1650,0.06913282
5743,5311497,NCI-H1650,0.0694073
126941,426756,NCI-H1650,0.06871565
60750,5311497,NCI-H1650,0.06915699
3385,6710780,NCI-H1650,0.06914292
426756,6710780,NCI-H1650,0.06919958
36462,426756,NCI-H1650,0.068898275
5746,426756,NCI-H1650,0.06899732
5743,126941,NCI-H1650,0.06919418
60700,9887053,NCI-H1650,0.068568364
36462,5311497,NCI-H1650,0.06919879
31703,9887053,NCI-H1650,0.06891765
2907,60700,NCI-H1650,0.068663806
2907,36462,NCI-H1650,0.068716206
104842,9887053,NCI-H1650,0.06867399
60700,6710780,NCI-H1650,0.068905696
4091,104842,NCI-H1650,0.06864937
5743,426756,NCI-H1650,0.06910676
5743,36462,NCI-H1650,0.06919166
2907,5311497,NCI-H1650,0.068931855
2907,6710780,NCI-H1650,0.0687892
426756,5311497,NCI-H1650,0.06934224
60700,5311497,NCI-H1650,0.06904835
36462,9887053,NCI-H1650,0.06871875
5743,6710780,NCI-H1650,0.06926464
5743,36314,NCI-H1650,0.06931562
5746,31703,NCI-H1650,0.069081254
5743,31703,NCI-H1650,0.06919074
2907,4091,NCI-H1650,0.06828064
60700,126941,NCI-H1650,0.06883524
60700,104842,NCI-H1650,0.06874105
2907,5746,NCI-H1650,0.06866726
36462,60750,NCI-H1650,0.06893394
36314,36462,NCI-H1650,0.06915939
31703,36462,NCI-H1650,0.06918199
3385,60700,NCI-H1650,0.06901753
36462,6710780,NCI-H1650,0.06905611
2907,36314,NCI-H1650,0.06884022
60750,9887053,NCI-H1650,0.06867699
5311497,6710780,NCI-H1650,0.0690663
3385,36314,NCI-H1650,0.069193944
5746,126941,NCI-H1650,0.069084704
36314,426756,NCI-H1650,0.069074504
60700,60750,NCI-H1650,0.06878356
4091,60700,NCI-H1650,0.0686886
3385,5311497,NCI-H1650,0.0692856
36462,60700,NCI-H1650,0.068930715
4091,36314,NCI-H1650,0.068865016
36462,104842,NCI-H1650,0.06889142
60750,6710780,NCI-H1650,0.06901434
5311497,9887053,NCI-H1650,0.06872894
2907,60750,NCI-H1650,0.068667054
31703,5311497,NCI-H1650,0.06939764
3385,60750,NCI-H1650,0.06902078
3385,5743,NCI-H1650,0.06906581
104842,126941,NCI-H1650,0.06894091
4091,5311497,NCI-H1650,0.06895669
104842,5311497,NCI-H1650,0.06915402
31703,426756,NCI-H1650,0.06909712
4091,60750,NCI-H1650,0.06869182
4091,5743,NCI-H1650,0.068736926
2907,9887053,NCI-H1650,0.06845184
5743,60700,NCI-H1650,0.06913921
6710780,9887053,NCI-H1650,0.06878326
36314,9887053,NCI-H1650,0.06889501
60750,126941,NCI-H1650,0.06894386
5746,9887053,NCI-H1650,0.06881781
126941,6710780,NCI-H1650,0.068873525
36314,6710780,NCI-H1650,0.069232374
4091,9887053,NCI-H1650,0.06847667
60700,426756,NCI-H1650,0.068747856
36314,60750,NCI-H1650,0.06911017
31703,104842,NCI-H1650,0.06909035
5746,60750,NCI-H1650,0.06903298
2907,426756,NCI-H1650,0.06863138
5746,5311497,NCI-H1650,0.06929782
2907,126941,NCI-H1650,0.0687188
36314,126941,NCI-H1650,0.06916191
5743,104842,NCI-H1650,0.06909998
5746,36314,NCI-H1650,0.06920616
5746,60700,NCI-H1650,0.06902973
36314,104842,NCI-H1650,0.06906772
4091,126941,NCI-H1650,0.06874355
2907,31703,NCI-H1650,0.06871529
2907,3385,NCI-H1650,0.068319574
31703,126941,NCI-H1650,0.06918457
36314,60700,NCI-H1650,0.069106966
3385,9887053,NCI-H1650,0.06880559
3385,36462,NCI-H1650,0.069069974
4091,31703,NCI-H1650,0.06874007
4091,36462,NCI-H1650,0.06874103
2907,5743,NCI-H1650,0.06871209
426756,9887053,NCI-H1650,0.06886223
2907,104842,NCI-H1650,0.06862457
5743,5746,NCI-H1650,0.06914267
5743,60750,NCI-H1650,0.069142476
4091,6710780,NCI-H1650,0.06881401
36462,126941,NCI-H1650,0.06898567
3385,31703,NCI-H1650,0.06906901
3385,104842,NCI-H2122,0.06851655
60750,104842,NCI-H2122,0.068387955
31703,6710780,NCI-H2122,0.06879324
36314,5311497,NCI-H2122,0.06891327
3385,4091,NCI-H2122,0.06817261
5746,6710780,NCI-H2122,0.06869343
126941,9887053,NCI-H2122,0.06807445
31703,36314,NCI-H2122,0.06884421
3385,126941,NCI-H2122,0.068610705
5743,9887053,NCI-H2122,0.06846553
31703,60700,NCI-H2122,0.06866783
4091,5746,NCI-H2122,0.068230286
5746,36462,NCI-H2122,0.06862043
4091,426756,NCI-H2122,0.0681944
104842,6710780,NCI-H2122,0.06854959
5746,104842,NCI-H2122,0.06852877
104842,426756,NCI-H2122,0.06839171
3385,426756,NCI-H2122,0.06852332
3385,5746,NCI-H2122,0.068559214
126941,5311497,NCI-H2122,0.06855443
60750,426756,NCI-H2122,0.068394735
31703,60750,NCI-H2122,0.068671055
5743,5311497,NCI-H2122,0.06894553
126941,426756,NCI-H2122,0.0682539
60750,5311497,NCI-H2122,0.06869522
3385,6710780,NCI-H2122,0.06868119
426756,6710780,NCI-H2122,0.06873782
36462,426756,NCI-H2122,0.068436466
5746,426756,NCI-H2122,0.06853554
5743,126941,NCI-H2122,0.068732426
60700,9887053,NCI-H2122,0.06810661
36462,5311497,NCI-H2122,0.068737
31703,9887053,NCI-H2122,0.06845588
2907,60700,NCI-H2122,0.06820206
2907,36462,NCI-H2122,0.06825447
104842,9887053,NCI-H2122,0.068212256
60700,6710780,NCI-H2122,0.06844395
4091,104842,NCI-H2122,0.06818764
5743,426756,NCI-H2122,0.06864503
5743,36462,NCI-H2122,0.0687299
2907,5311497,NCI-H2122,0.068470106
2907,6710780,NCI-H2122,0.068327464
426756,5311497,NCI-H2122,0.06888048
60700,5311497,NCI-H2122,0.06858662
36462,9887053,NCI-H2122,0.068257004
5743,6710780,NCI-H2122,0.06880288
5743,36314,NCI-H2122,0.068853885
5746,31703,NCI-H2122,0.06861949
5743,31703,NCI-H2122,0.06872898
2907,4091,NCI-H2122,0.06781889
60700,126941,NCI-H2122,0.06837351
60700,104842,NCI-H2122,0.068279326
2907,5746,NCI-H2122,0.06820549
36462,60750,NCI-H2122,0.06847218
36314,36462,NCI-H2122,0.06869765
31703,36462,NCI-H2122,0.068720244
3385,60700,NCI-H2122,0.06855577
36462,6710780,NCI-H2122,0.06859435
2907,36314,NCI-H2122,0.06837845
60750,9887053,NCI-H2122,0.06821525
5311497,6710780,NCI-H2122,0.068604544
3385,36314,NCI-H2122,0.06873218
5746,126941,NCI-H2122,0.06862299
36314,426756,NCI-H2122,0.06861273
60700,60750,NCI-H2122,0.06832179
4091,60700,NCI-H2122,0.06822683
3385,5311497,NCI-H2122,0.06882382
36462,60700,NCI-H2122,0.068468936
4091,36314,NCI-H2122,0.06840326
36462,104842,NCI-H2122,0.068429716
60750,6710780,NCI-H2122,0.0685526
5311497,9887053,NCI-H2122,0.068267174
2907,60750,NCI-H2122,0.0682053
31703,5311497,NCI-H2122,0.0689359
3385,60750,NCI-H2122,0.068559036
3385,5743,NCI-H2122,0.06860408
104842,126941,NCI-H2122,0.068479165
4091,5311497,NCI-H2122,0.0684949
104842,5311497,NCI-H2122,0.06869226
31703,426756,NCI-H2122,0.06863539
4091,60750,NCI-H2122,0.06823008
4091,5743,NCI-H2122,0.06827516
2907,9887053,NCI-H2122,0.067990124
5743,60700,NCI-H2122,0.06867747
6710780,9887053,NCI-H2122,0.06832152
36314,9887053,NCI-H2122,0.06843327
60750,126941,NCI-H2122,0.068482146
5746,9887053,NCI-H2122,0.06835605
126941,6710780,NCI-H2122,0.06841178
36314,6710780,NCI-H2122,0.06877059
4091,9887053,NCI-H2122,0.06801492
60700,426756,NCI-H2122,0.06828609
36314,60750,NCI-H2122,0.06864846
31703,104842,NCI-H2122,0.06862859
5746,60750,NCI-H2122,0.068571284
2907,426756,NCI-H2122,0.06816961
5746,5311497,NCI-H2122,0.06883607
2907,126941,NCI-H2122,0.06825702
36314,126941,NCI-H2122,0.068700194
5743,104842,NCI-H2122,0.068638206
5746,36314,NCI-H2122,0.06874439
5746,60700,NCI-H2122,0.068568006
36314,104842,NCI-H2122,0.06860599
4091,126941,NCI-H2122,0.06828183
2907,31703,NCI-H2122,0.06825355
2907,3385,NCI-H2122,0.06785783
31703,126941,NCI-H2122,0.068722814
36314,60700,NCI-H2122,0.06864518
3385,9887053,NCI-H2122,0.06834382
3385,36462,NCI-H2122,0.0686082
4091,31703,NCI-H2122,0.06827836
4091,36462,NCI-H2122,0.068279296
2907,5743,NCI-H2122,0.06825038
426756,9887053,NCI-H2122,0.06840046
2907,104842,NCI-H2122,0.06816282
5743,5746,NCI-H2122,0.068680935
5743,60750,NCI-H2122,0.06868072
4091,6710780,NCI-H2122,0.06835226
36462,126941,NCI-H2122,0.0685239
3385,31703,NCI-H2122,0.068607286
3385,104842,NCI-H23,0.068080366
60750,104842,NCI-H23,0.06795177
31703,6710780,NCI-H23,0.06835705
36314,5311497,NCI-H23,0.06847708
3385,4091,NCI-H23,0.06773643
5746,6710780,NCI-H23,0.06825726
126941,9887053,NCI-H23,0.06763825
31703,36314,NCI-H23,0.06840804
3385,126941,NCI-H23,0.068174586
5743,9887053,NCI-H23,0.068029374
31703,60700,NCI-H23,0.06823167
4091,5746,NCI-H23,0.06779416
5746,36462,NCI-H23,0.06818427
4091,426756,NCI-H23,0.06775823
104842,6710780,NCI-H23,0.068113446
5746,104842,NCI-H23,0.06809261
104842,426756,NCI-H23,0.06795557
3385,426756,NCI-H23,0.068087146
3385,5746,NCI-H23,0.06812304
126941,5311497,NCI-H23,0.06811823
60750,426756,NCI-H23,0.06795858
31703,60750,NCI-H23,0.06823489
5743,5311497,NCI-H23,0.06850934
126941,426756,NCI-H23,0.06781773
60750,5311497,NCI-H23,0.06825909
3385,6710780,NCI-H23,0.06824502
426756,6710780,NCI-H23,0.06830165
36462,426756,NCI-H23,0.06800034
5746,426756,NCI-H23,0.06809943
5743,126941,NCI-H23,0.06829627
60700,9887053,NCI-H23,0.06767047
36462,5311497,NCI-H23,0.06830086
31703,9887053,NCI-H23,0.06801972
2907,60700,NCI-H23,0.06776589
2907,36462,NCI-H23,0.06781833
104842,9887053,NCI-H23,0.067776084
60700,6710780,NCI-H23,0.0680078
4091,104842,NCI-H23,0.06775147
5743,426756,NCI-H23,0.06820884
5743,36462,NCI-H23,0.06829372
2907,5311497,NCI-H23,0.06803398
2907,6710780,NCI-H23,0.06789134
426756,5311497,NCI-H23,0.06844431
60700,5311497,NCI-H23,0.068150446
36462,9887053,NCI-H23,0.0678208
5743,6710780,NCI-H23,0.06836672
5743,36314,NCI-H23,0.06841771
5746,31703,NCI-H23,0.06818336
5743,31703,NCI-H23,0.06829281
2907,4091,NCI-H23,0.06738274
60700,126941,NCI-H23,0.06793733
60700,104842,NCI-H23,0.06784316
2907,5746,NCI-H23,0.06776936
36462,60750,NCI-H23,0.068036005
36314,36462,NCI-H23,0.06826146
31703,36462,NCI-H23,0.068284124
3385,60700,NCI-H23,0.068119615
36462,6710780,NCI-H23,0.068158135
2907,36314,NCI-H23,0.06794231
60750,9887053,NCI-H23,0.0677791
5311497,6710780,NCI-H23,0.06816837
3385,36314,NCI-H23,0.06829602
5746,126941,NCI-H23,0.068186805
36314,426756,NCI-H23,0.06817657
60700,60750,NCI-H23,0.06788561
4091,60700,NCI-H23,0.06779072
3385,5311497,NCI-H23,0.06838764
36462,60700,NCI-H23,0.068032786
4091,36314,NCI-H23,0.06796707
36462,104842,NCI-H23,0.067993544
60750,6710780,NCI-H23,0.06811641
5311497,9887053,NCI-H23,0.06783101
2907,60750,NCI-H23,0.06776917
31703,5311497,NCI-H23,0.068499714
3385,60750,NCI-H23,0.06812287
3385,5743,NCI-H23,0.068167895
104842,126941,NCI-H23,0.06804298
4091,5311497,NCI-H23,0.068058744
104842,5311497,NCI-H23,0.068256065
31703,426756,NCI-H23,0.0681992
4091,60750,NCI-H23,0.067793965
4091,5743,NCI-H23,0.06783901
2907,9887053,NCI-H23,0.06755395
5743,60700,NCI-H23,0.068241276
6710780,9887053,NCI-H23,0.06788534
36314,9887053,NCI-H23,0.0679971
60750,126941,NCI-H23,0.06804599
5746,9887053,NCI-H23,0.067919895
126941,6710780,NCI-H23,0.06797564
36314,6710780,NCI-H23,0.06833443
4091,9887053,NCI-H23,0.06757876
60700,426756,NCI-H23,0.06784995
36314,60750,NCI-H23,0.068212286
31703,104842,NCI-H23,0.06819245
5746,60750,NCI-H23,0.0681351
2907,426756,NCI-H23,0.06773342
5746,5311497,NCI-H23,0.06839991
2907,126941,NCI-H23,0.067820854
36314,126941,NCI-H23,0.06826401
5743,104842,NCI-H23,0.06820207
5746,36314,NCI-H23,0.06830825
5746,60700,NCI-H23,0.06813183
36314,104842,NCI-H23,0.06816979
4091,126941,NCI-H23,0.06784566
2907,31703,NCI-H23,0.067817435
2907,3385,NCI-H23,0.06742171
31703,126941,NCI-H23,0.06828661
36314,60700,NCI-H23,0.06820901
3385,9887053,NCI-H23,0.06790763
3385,36462,NCI-H23,0.06817204
4091,31703,NCI-H23,0.067842245
4091,36462,NCI-H23,0.06784311
2907,5743,NCI-H23,0.067814186
426756,9887053,NCI-H23,0.067964315
2907,104842,NCI-H23,0.06772666
5743,5746,NCI-H23,0.06824477
5743,60750,NCI-H23,0.06824456
4091,6710780,NCI-H23,0.067916095
36462,126941,NCI-H23,0.06808777
3385,31703,NCI-H23,0.0681711
3385,104842,NCI-H520,0.06833357
60750,104842,NCI-H520,0.068205014
31703,6710780,NCI-H520,0.06861027
36314,5311497,NCI-H520,0.068730325
3385,4091,NCI-H520,0.067989685
5746,6710780,NCI-H520,0.06851047
126941,9887053,NCI-H520,0.06789149
31703,36314,NCI-H520,0.06866127
3385,126941,NCI-H520,0.06842777
5743,9887053,NCI-H520,0.0682826
31703,60700,NCI-H520,0.068484895
4091,5746,NCI-H520,0.068047345
5746,36462,NCI-H520,0.06843753
4091,426756,NCI-H520,0.06801149
104842,6710780,NCI-H520,0.06836671
5746,104842,NCI-H520,0.068345815
104842,426756,NCI-H520,0.0682088
3385,426756,NCI-H520,0.068340376
3385,5746,NCI-H520,0.06837628
126941,5311497,NCI-H520,0.06837149
60750,426756,NCI-H520,0.06821182
31703,60750,NCI-H520,0.068488136
5743,5311497,NCI-H520,0.068762586
126941,426756,NCI-H520,0.06807099
60750,5311497,NCI-H520,0.06851228
3385,6710780,NCI-H520,0.06849824
426756,6710780,NCI-H520,0.06855488
36462,426756,NCI-H520,0.06825355
5746,426756,NCI-H520,0.06835264
5743,126941,NCI-H520,0.068549514
60700,9887053,NCI-H520,0.06792365
36462,5311497,NCI-H520,0.06855406
31703,9887053,NCI-H520,0.06827293
2907,60700,NCI-H520,0.068019114
2907,36462,NCI-H520,0.068071544
104842,9887053,NCI-H520,0.068029314
60700,6710780,NCI-H520,0.068261
4091,104842,NCI-H520,0.06800467
5743,426756,NCI-H520,0.06846208
5743,36462,NCI-H520,0.068546966
2907,5311497,NCI-H520,0.06828718
2907,6710780,NCI-H520,0.068144515
426756,5311497,NCI-H520,0.068697564
60700,5311497,NCI-H520,0.068403676
36462,9887053,NCI-H520,0.06807409
5743,6710780,NCI-H520,0.068619974
5743,36314,NCI-H520,0.06867094
5746,31703,NCI-H520,0.06843658
5743,31703,NCI-H520,0.06854603
2907,4091,NCI-H520,0.06763596
60700,126941,NCI-H520,0.06819056
60700,104842,NCI-H520,0.068096384
2907,5746,NCI-H520,0.06802255
36462,60750,NCI-H520,0.06828925
36314,36462,NCI-H520,0.068514705
31703,36462,NCI-H520,0.06853734
3385,60700,NCI-H520,0.068372816
36462,6710780,NCI-H520,0.06841141
2907,36314,NCI-H520,0.068195514
60750,9887053,NCI-H520,0.068032295
5311497,6710780,NCI-H520,0.06842157
3385,36314,NCI-H520,0.06854923
5746,126941,NCI-H520,0.06844003
36314,426756,NCI-H520,0.06842981
60700,60750,NCI-H520,0.06813889
4091,60700,NCI-H520,0.0680439
3385,5311497,NCI-H520,0.06864089
36462,60700,NCI-H520,0.068286
4091,36314,NCI-H520,0.0682203
36462,104842,NCI-H520,0.068246774
60750,6710780,NCI-H520,0.06836969
5311497,9887053,NCI-H520,0.06808424
2907,60750,NCI-H520,0.06802237
31703,5311497,NCI-H520,0.06875293
3385,60750,NCI-H520,0.068376064
3385,5743,NCI-H520,0.068421155
104842,126941,NCI-H520,0.06829621
4091,5311497,NCI-H520,0.06831197
104842,5311497,NCI-H520,0.06850934
31703,426756,NCI-H520,0.06845245
4091,60750,NCI-H520,0.06804717
4091,5743,NCI-H520,0.06809222
2907,9887053,NCI-H520,0.06780719
5743,60700,NCI-H520,0.06849454
6710780,9887053,NCI-H520,0.068138584
36314,9887053,NCI-H520,0.06825034
60750,126941,NCI-H520,0.06829924
5746,9887053,NCI-H520,0.06817314
126941,6710780,NCI-H520,0.068228856
36314,6710780,NCI-H520,0.06858766
4091,9887053,NCI-H520,0.067831956
60700,426756,NCI-H520,0.068103194
36314,60750,NCI-H520,0.06846553
31703,104842,NCI-H520,0.06844565
5746,60750,NCI-H520,0.06838834
2907,426756,NCI-H520,0.06798665
5746,5311497,NCI-H520,0.06865314
2907,126941,NCI-H520,0.06807408
36314,126941,NCI-H520,0.06851722
5743,104842,NCI-H520,0.06845531
5746,36314,NCI-H520,0.06856146
5746,60700,NCI-H520,0.06838505
36314,104842,NCI-H520,0.068423
4091,126941,NCI-H520,0.06809888
2907,31703,NCI-H520,0.06807062
2907,3385,NCI-H520,0.06767493
31703,126941,NCI-H520,0.06853986
36314,60700,NCI-H520,0.06846225
3385,9887053,NCI-H520,0.06816088
3385,36462,NCI-H520,0.06842529
4091,31703,NCI-H520,0.068095446
4091,36462,NCI-H520,0.06809637
2907,5743,NCI-H520,0.06806745
426756,9887053,NCI-H520,0.06821756
2907,104842,NCI-H520,0.06797987
5743,5746,NCI-H520,0.068498015
5743,60750,NCI-H520,0.06849782
4091,6710780,NCI-H520,0.06816931
36462,126941,NCI-H520,0.06834096
3385,31703,NCI-H520,0.06842433
3385,104842,OCUB-M,0.068707794
60750,104842,OCUB-M,0.06857925
31703,6710780,OCUB-M,0.068984546
36314,5311497,OCUB-M,0.06910455
3385,4091,OCUB-M,0.068363875
5746,6710780,OCUB-M,0.0688847
126941,9887053,OCUB-M,0.06826569
31703,36314,OCUB-M,0.06903547
3385,126941,OCUB-M,0.068802014
5743,9887053,OCUB-M,0.06865685
31703,60700,OCUB-M,0.068859145
4091,5746,OCUB-M,0.0684216
5746,36462,OCUB-M,0.068811715
4091,426756,OCUB-M,0.06838567
104842,6710780,OCUB-M,0.06874089
5746,104842,OCUB-M,0.06872005
104842,426756,OCUB-M,0.068583
3385,426756,OCUB-M,0.06871459
3385,5746,OCUB-M,0.068750486
126941,5311497,OCUB-M,0.0687457
60750,426756,OCUB-M,0.068586014
31703,60750,OCUB-M,0.06886235
5743,5311497,OCUB-M,0.06913683
126941,426756,OCUB-M,0.068445206
60750,5311497,OCUB-M,0.06888653
3385,6710780,OCUB-M,0.06887244
426756,6710780,OCUB-M,0.06892911
36462,426756,OCUB-M,0.068627775
5746,426756,OCUB-M,0.06872684
5743,126941,OCUB-M,0.06892373
60700,9887053,OCUB-M,0.06829786
36462,5311497,OCUB-M,0.06892827
31703,9887053,OCUB-M,0.06864716
2907,60700,OCUB-M,0.06839334
2907,36462,OCUB-M,0.06844573
104842,9887053,OCUB-M,0.06840355
60700,6710780,OCUB-M,0.068635255
4091,104842,OCUB-M,0.068378925
5743,426756,OCUB-M,0.06883632
5743,36462,OCUB-M,0.06892117
2907,5311497,OCUB-M,0.06866137
2907,6710780,OCUB-M,0.06851877
426756,5311497,OCUB-M,0.069071755
60700,5311497,OCUB-M,0.06877789
36462,9887053,OCUB-M,0.06844826
5743,6710780,OCUB-M,0.06899417
5743,36314,OCUB-M,0.06904514
5746,31703,OCUB-M,0.06881076
5743,31703,OCUB-M,0.06892028
2907,4091,OCUB-M,0.068010196
60700,126941,OCUB-M,0.06856479
60700,104842,OCUB-M,0.0684706
